,random_right,random_bottom,center_bottom,center_right,random_up,random_left,center_left,center_up
45427,4,1,25,1,31,14,17,7
45428,7,31,25,1,1,11,17,7
45429,18,32,25,1,0,0,17,7
45430,2,19,25,1,13,16,17,7
45431,0,4,25,1,28,18,17,7
45432,1,2,25,1,30,17,17,7
45433,10,21,25,1,11,4,17,7
45434,2,15,25,1,17,3,17,7
45435,1,15,25,1,9,13,17,7
45436,2,22,25,1,10,0,17,7
45437,10,5,25,1,27,1,17,7
45438,1,26,25,1,6,17,17,7
45439,3,15,25,1,6,2,17,7
45440,12,11,25,1,10,2,17,7
45441,18,0,25,1,32,0,17,7
45442,2,14,25,1,18,16,17,7
45443,1,20,25,1,12,17,17,7
45444,1,22,25,1,10,0,17,7
45445,8,6,25,1,26,3,17,7
45446,8,8,25,1,4,10,17,7
45447,9,1,25,1,20,2,17,7
45448,6,21,25,1,2,12,17,7
45449,10,3,25,1,29,1,17,7
45450,8,9,25,1,3,10,17,7
45451,1,2,25,1,10,10,17,7
45452,6,13,25,1,19,0,17,7
45453,1,19,25,1,13,4,17,7
45454,12,4,25,1,28,0,17,7
45455,8,10,25,1,2,10,17,7
45456,1,27,25,1,5,17,17,7
45457,6,16,25,1,16,0,17,7
45458,4,30,25,1,2,14,17,7
45459,2,15,25,1,17,3,17,7
45460,15,25,25,1,7,3,17,7
45461,1,15,25,1,9,13,17,7
45462,1,6,25,1,26,17,17,7
45463,1,23,25,1,9,0,17,7
45464,4,7,25,1,25,14,17,7
45465,0,6,25,1,26,18,17,7
45466,14,32,25,1,0,4,17,7
45467,3,5,25,1,7,2,17,7
45468,0,22,25,1,10,14,17,7
45469,7,28,25,1,4,11,17,7
45470,8,4,25,1,2,0,17,7
45471,13,9,25,1,23,1,17,7
45472,4,7,25,1,25,14,17,7
45473,1,5,25,1,27,17,17,7
45474,14,32,25,1,0,4,17,7
45475,12,0,25,1,2,0,17,7
45476,0,8,25,1,24,14,17,7
45477,14,12,25,1,20,0,17,7
45478,11,0,25,1,2,1,17,7
45479,5,17,25,1,7,13,17,7
45480,10,21,25,1,11,4,17,7
45481,8,9,25,1,3,0,17,7
45482,10,12,25,1,20,4,17,7
45483,1,7,25,1,25,17,17,7
45484,0,7,25,1,25,11,17,7
45485,4,25,25,1,7,14,17,7
45486,9,20,25,1,6,0,17,7
45487,1,4,25,1,28,17,17,7
45488,2,29,25,1,3,16,17,7
45489,5,7,25,1,5,0,17,7
45490,2,8,25,1,15,12,17,7
45491,0,24,25,1,8,14,17,7
45492,2,2,25,1,30,16,17,7
45493,15,26,25,1,6,3,17,7
45494,0,25,25,1,7,1,17,7
45495,11,2,25,1,0,1,17,7
45496,2,22,25,1,10,0,17,7
45497,1,17,25,1,15,4,17,7
45498,0,20,25,1,12,14,17,7
45499,8,9,25,1,3,10,17,7
45500,10,12,25,1,20,4,17,7
45501,11,10,25,1,22,3,17,7
45502,0,21,25,1,11,18,17,7
45503,15,31,25,1,1,3,17,7
45504,2,9,25,1,23,16,17,7
45505,1,3,25,1,21,13,17,7
45506,11,12,25,1,20,3,17,7
45507,2,24,25,1,8,16,17,7
45508,4,4,25,1,8,10,17,7
45509,2,31,25,1,1,16,17,7
45510,11,6,25,1,26,0,17,7
45511,11,4,25,1,28,0,17,7
45512,0,24,25,1,8,18,17,7
45513,1,8,25,1,4,10,17,7
45514,0,1,25,1,31,11,17,7
45515,15,12,25,1,20,0,17,7
45516,3,18,25,1,3,2,17,7
45517,1,27,25,1,5,3,17,7
45518,9,9,25,1,17,0,17,7
45519,5,4,25,1,3,4,17,7
45520,7,29,25,1,3,11,17,7
45521,0,32,25,1,0,18,17,7
45522,4,25,25,1,7,14,17,7
45523,8,9,25,1,3,0,17,7
45524,13,26,25,1,0,0,17,7
45525,4,28,25,1,4,14,17,7
45526,2,28,25,1,4,0,17,7
45527,6,22,25,1,1,12,17,7
45528,1,6,25,1,6,10,17,7
45529,0,13,25,1,19,18,17,7
45530,0,13,25,1,19,14,17,7
45531,8,5,25,1,7,10,17,7
45532,15,10,25,1,22,0,17,7
45533,6,8,25,1,18,0,17,7
45534,4,1,25,1,31,14,17,7
45535,2,23,25,1,9,0,17,7
45536,5,4,25,1,3,4,17,7
45537,0,31,25,1,1,18,17,7
45538,5,23,25,1,1,13,17,7
45539,12,4,25,1,28,0,17,7
45540,1,29,25,1,3,3,17,7
45541,2,8,25,1,15,12,17,7
45542,14,12,25,1,20,0,17,7
45543,8,12,25,1,0,10,17,7
45544,1,15,25,1,17,4,17,7
45545,12,21,25,1,0,2,17,7
45546,5,10,25,1,2,4,17,7
45547,1,29,25,1,3,0,17,7
45548,9,5,25,1,16,2,17,7
45549,2,25,25,1,7,0,17,7
45550,6,10,25,1,2,2,17,7
45551,3,4,25,1,3,0,17,7
45552,12,7,25,1,25,0,17,7
45553,2,12,25,1,20,16,17,7
45554,16,0,25,1,21,2,17,7
45555,1,14,25,1,18,17,17,7
45556,4,7,25,1,25,14,17,7
45557,1,13,25,1,19,4,17,7
45558,14,10,25,1,22,0,17,7
45559,7,12,25,1,0,1,17,7
45560,19,0,25,1,32,0,17,7
45561,3,15,25,1,6,2,17,7
45562,2,15,25,1,8,12,17,7
45563,2,9,25,1,23,16,17,7
45564,0,14,25,1,18,14,17,7
45565,14,32,25,1,0,4,17,7
45566,3,13,25,1,8,2,17,7
45567,2,7,25,1,5,4,17,7
45568,2,14,25,1,18,3,17,7
45569,0,29,25,1,3,18,17,7
45570,0,6,25,1,26,18,17,7
45571,0,15,25,1,17,18,17,7
45572,1,32,25,1,0,17,17,7
45573,4,15,25,1,17,1,17,7
45574,10,9,25,1,23,4,17,7
45575,19,30,25,1,2,0,17,7
45576,9,12,25,1,14,0,17,7
45577,4,7,25,1,25,14,17,7
45578,0,2,25,1,30,11,17,7
45579,1,2,25,1,22,13,17,7
45580,9,22,25,1,4,0,17,7
45581,6,19,25,1,13,0,17,7
45582,7,12,25,1,0,1,17,7
45583,0,26,25,1,6,1,17,7
45584,0,17,25,1,15,14,17,7
45585,6,17,25,1,6,12,17,7
45586,3,18,25,1,3,2,17,7
45587,3,18,25,1,3,2,17,7
45588,2,6,25,1,26,16,17,7
45589,2,2,25,1,30,16,17,7
45590,11,0,25,1,12,1,17,7
45591,13,10,25,1,22,1,17,7
45592,1,28,25,1,4,0,17,7
45593,1,5,25,1,7,10,17,7
45594,8,0,25,1,12,10,17,7
45595,2,27,25,1,5,0,17,7
45596,0,28,25,1,4,18,17,7
45597,3,3,25,1,4,0,17,7
45598,1,3,25,1,29,17,17,7
45599,9,21,25,1,5,0,17,7
45600,9,10,25,1,16,0,17,7
45601,2,16,25,1,16,3,17,7
45602,2,29,25,1,3,0,17,7
45603,12,2,25,1,0,0,17,7
45604,10,5,25,1,1,2,17,7
45605,11,12,25,1,20,3,17,7
45606,0,12,25,1,20,18,17,7
45607,2,13,25,1,10,12,17,7
45608,6,17,25,1,15,0,17,7
45609,1,3,25,1,21,13,17,7
45610,1,27,25,1,5,3,17,7
45611,2,22,25,1,10,0,17,7
45612,2,26,25,1,6,0,17,7
45613,3,10,25,1,22,11,17,7
45614,7,25,25,1,7,11,17,7
45615,10,9,25,1,23,4,17,7
45616,2,8,25,1,4,4,17,7
45617,7,9,25,1,3,1,17,7
45618,0,15,25,1,17,14,17,7
45619,9,20,25,1,6,0,17,7
45620,4,32,25,1,0,14,17,7
45621,9,11,25,1,15,0,17,7
45622,10,4,25,1,28,1,17,7
45623,12,9,25,1,12,2,17,7
45624,4,3,25,1,9,1,17,7
45625,11,7,25,1,25,0,17,7
45626,2,31,25,1,1,16,17,7
45627,0,27,25,1,5,18,17,7
45628,0,5,25,1,27,11,17,7
45629,5,24,25,1,0,13,17,7
45630,3,4,25,1,8,2,17,7
45631,4,30,25,1,2,14,17,7
45632,12,8,25,1,24,0,17,7
45633,4,10,25,1,2,10,17,7
45634,13,2,25,1,0,0,17,7
45635,5,0,25,1,1,13,17,7
45636,8,8,25,1,4,10,17,7
45637,1,6,25,1,26,17,17,7
45638,1,23,25,1,9,0,17,7
45639,13,26,25,1,0,0,17,7
45640,10,3,25,1,29,1,17,7
45641,3,5,25,1,2,0,17,7
45642,8,10,25,1,2,0,17,7
45643,9,7,25,1,14,2,17,7
45644,1,24,25,1,8,0,17,7
45645,2,1,25,1,11,4,17,7
45646,13,2,25,1,0,0,17,7
45647,16,0,25,1,21,2,17,7
45648,13,9,25,1,23,1,17,7
45649,3,5,25,1,2,0,17,7
45650,8,2,25,1,4,0,17,7
45651,6,0,25,1,6,2,17,7
45652,15,25,25,1,7,3,17,7
45653,2,26,25,1,6,16,17,7
45654,12,8,25,1,24,0,17,7
45655,3,0,25,1,7,0,17,7
45656,10,20,25,1,12,4,17,7
45657,2,28,25,1,4,16,17,7
45658,0,13,25,1,13,0,17,7
45659,1,13,25,1,11,13,17,7
45660,2,9,25,1,23,16,17,7
45661,8,12,25,1,0,10,17,7
45662,2,13,25,1,10,12,17,7
45663,9,22,25,1,4,0,17,7
45664,19,30,25,1,2,0,17,7
45665,6,8,25,1,18,0,17,7
45666,2,13,25,1,19,16,17,7
45667,1,24,0,2,8,0,2,0
45668,18,30,0,2,2,0,2,0
45669,4,28,0,2,4,14,2,0
45670,2,3,0,2,20,12,2,0
45671,6,2,0,2,24,0,2,0
45672,2,14,0,2,18,3,2,0
45673,17,31,0,2,1,1,2,0
45674,4,32,0,2,0,14,2,0
45675,5,2,0,2,5,4,2,0
45676,1,18,0,2,14,17,2,0
45677,11,6,0,2,26,0,2,0
45678,0,14,0,2,12,0,2,0
45679,1,4,0,2,28,17,2,0
45680,3,2,0,2,5,0,2,0
45681,11,11,0,2,21,3,2,0
45682,15,0,0,2,32,3,2,0
45683,5,0,0,2,1,13,2,0
45684,1,23,0,2,9,17,2,0
45685,6,17,0,2,6,12,2,0
45686,15,31,0,2,1,3,2,0
45687,1,4,0,2,20,13,2,0
45688,11,24,0,2,8,3,2,0
45689,6,12,0,2,0,2,2,0
45690,2,5,0,2,18,12,2,0
45691,2,1,0,2,22,12,2,0
45692,3,17,0,2,4,2,2,0
45693,18,0,0,2,32,0,2,0
45694,2,5,0,2,27,16,2,0
45695,7,0,0,2,6,1,2,0
45696,1,3,0,2,29,17,2,0
45697,17,32,0,2,0,1,2,0
45698,2,8,0,2,15,12,2,0
45699,0,27,0,2,5,1,2,0
45700,15,32,0,2,0,3,2,0
45701,1,19,0,2,13,17,2,0
45702,10,9,0,2,23,4,2,0
45703,14,30,0,2,2,4,2,0
45704,5,1,0,2,6,4,2,0
45705,7,29,0,2,3,11,2,0
45706,2,0,0,2,32,16,2,0
45707,1,9,0,2,15,13,2,0
45708,5,17,0,2,7,13,2,0
45709,0,20,0,2,12,14,2,0
45710,5,18,0,2,6,13,2,0
45711,1,13,0,2,19,4,2,0
45712,8,2,0,2,4,0,2,0
45713,7,1,0,2,5,1,2,0
45714,3,6,0,2,1,0,2,0
45715,4,1,0,2,11,1,2,0
45716,5,1,0,2,11,0,2,0
45717,0,2,0,2,30,11,2,0
45718,7,30,0,2,2,11,2,0
45719,12,6,0,2,0,0,2,0
45720,0,19,0,2,13,18,2,0
45721,4,2,0,2,10,10,2,0
45722,18,31,0,2,1,0,2,0
45723,5,10,0,2,2,4,2,0
45724,1,27,0,2,5,0,2,0
45725,0,8,0,2,24,11,2,0
45726,9,7,0,2,14,2,2,0
45727,7,12,0,2,0,1,2,0
45728,0,4,0,2,28,11,2,0
45729,5,12,0,2,0,4,2,0
45730,3,18,0,2,3,2,2,0
45731,4,6,0,2,6,1,2,0
45732,8,0,0,2,12,10,2,0
45733,19,0,0,2,32,0,2,0
45734,1,8,0,2,24,17,2,0
45735,10,0,0,2,2,2,2,0
45736,4,30,0,2,2,14,2,0
45737,8,2,0,2,30,3,2,0
45738,6,3,0,2,3,2,2,0
45739,6,4,0,2,22,0,2,0
45740,0,10,0,2,22,14,2,0
45741,1,3,0,2,21,13,2,0
45742,1,14,0,2,18,17,2,0
45743,0,9,0,2,23,18,2,0
45744,2,7,0,2,16,12,2,0
45745,5,21,0,2,3,13,2,0
45746,0,14,0,2,18,14,2,0
45747,5,11,0,2,1,4,2,0
45748,0,9,0,2,23,18,2,0
45749,2,17,0,2,15,3,2,0
45750,1,8,0,2,4,10,2,0
45751,2,22,0,2,10,0,2,0
45752,1,21,0,2,11,17,2,0
45753,0,17,0,2,9,0,2,0
45754,0,28,0,2,4,18,2,0
45755,14,21,0,2,11,0,2,0
45756,2,6,0,2,17,12,2,0
45757,2,7,0,2,16,12,2,0
45758,2,12,0,2,20,16,2,0
45759,1,9,0,2,15,13,2,0
45760,3,15,0,2,6,2,2,0
45761,6,4,0,2,2,2,2,0
45762,1,9,0,2,23,17,2,0
45763,7,9,0,2,3,1,2,0
45764,6,16,0,2,16,0,2,0
45765,6,17,0,2,15,0,2,0
45766,1,15,0,2,17,17,2,0
45767,8,5,0,2,7,10,2,0
45768,10,21,0,2,11,4,2,0
45769,10,1,0,2,31,1,2,0
45770,1,5,0,2,19,13,2,0
45771,1,28,0,2,4,3,2,0
45772,3,6,0,2,1,0,2,0
45773,3,14,0,2,18,11,2,0
45774,11,6,0,2,26,0,2,0
45775,2,25,0,2,7,0,2,0
45776,3,6,0,2,1,0,2,0
45777,9,7,0,2,0,4,2,0
45778,14,26,0,2,6,4,2,0
45779,7,28,0,2,4,11,2,0
45780,15,20,0,2,12,0,2,0
45781,6,17,0,2,6,12,2,0
45782,0,8,0,2,24,11,2,0
45783,1,28,0,2,4,17,2,0
45784,12,7,0,2,25,0,2,0
45785,9,12,0,2,14,0,2,0
45786,6,20,0,2,3,12,2,0
45787,2,30,0,2,2,16,2,0
45788,1,0,0,2,24,13,2,0
45789,19,30,0,2,2,0,2,0
45790,4,1,0,2,31,14,2,0
45791,4,5,0,2,7,1,2,0
45792,0,8,0,2,24,11,2,0
45793,1,18,0,2,14,4,2,0
45794,0,25,0,2,7,18,2,0
45795,6,18,0,2,5,12,2,0
45796,2,29,0,2,3,16,2,0
45797,2,16,0,2,16,16,2,0
45798,7,1,0,2,31,4,2,0
45799,6,16,0,2,7,12,2,0
45800,9,20,0,2,6,0,2,0
45801,10,2,0,2,30,1,2,0
45802,5,20,0,2,4,13,2,0
45803,2,8,0,2,4,4,2,0
45804,3,6,0,2,1,0,2,0
45805,0,28,0,2,4,4,2,0
45806,0,16,0,2,16,14,2,0
45807,8,1,0,2,5,0,2,0
45808,3,6,0,2,1,0,2,0
45809,10,24,0,2,8,4,2,0
45810,18,31,0,2,1,0,2,0
45811,9,6,0,2,15,2,2,0
45812,9,6,0,2,15,2,2,0
45813,0,8,0,2,24,11,2,0
45814,0,20,0,2,12,14,2,0
45815,5,0,0,2,1,13,2,0
45816,2,28,0,2,4,16,2,0
45817,3,2,0,2,5,0,2,0
45818,7,2,0,2,30,4,2,0
45819,4,0,0,2,32,14,2,0
45820,14,25,0,2,7,4,2,0
45821,0,1,0,2,31,18,2,0
45822,14,11,0,2,21,0,2,0
45823,4,10,0,2,2,10,2,0
45824,4,11,0,2,1,10,2,0
45825,7,27,0,2,5,11,2,0
45826,15,12,0,2,20,0,2,0
45827,8,8,0,2,24,3,2,0
45828,4,13,0,2,19,1,2,0
45829,6,18,0,2,14,0,2,0
45830,0,20,0,2,12,18,2,0
45831,5,1,0,2,6,4,2,0
45832,3,6,0,2,6,2,2,0
45833,3,7,0,2,5,2,2,0
45834,2,1,0,2,22,12,2,0
45835,3,4,0,2,8,2,2,0
45836,2,6,0,2,17,12,2,0
45837,6,21,0,2,2,12,2,0
45838,4,10,0,2,2,10,2,0
45839,1,31,0,2,1,17,2,0
45840,9,5,0,2,2,4,2,0
45841,2,25,0,2,7,16,2,0
45842,4,13,0,2,19,1,2,0
45843,5,19,0,2,13,0,2,0
45844,13,1,0,2,1,0,2,0
45845,5,24,0,2,0,13,2,0
45846,2,25,0,2,7,0,2,0
45847,4,4,0,2,8,1,2,0
45848,4,1,0,2,11,1,2,0
45849,6,8,0,2,18,0,2,0
45850,8,1,0,2,5,0,2,0
45851,5,22,0,2,2,13,2,0
45852,0,6,0,2,26,11,2,0
45853,8,10,0,2,2,10,2,0
45854,10,0,0,2,12,2,2,0
45855,11,2,0,2,30,0,2,0
45856,9,7,0,2,14,2,2,0
45857,7,32,0,2,0,11,2,0
45858,2,17,0,2,15,3,2,0
45859,0,16,0,2,10,0,2,0
45860,1,3,0,2,29,17,2,0
45861,7,10,0,2,2,1,2,0
45862,2,2,0,2,10,4,2,0
45863,3,5,0,2,2,0,2,0
45864,6,18,0,2,14,0,2,0
45865,17,32,0,2,0,1,2,0
45866,4,10,0,2,2,10,2,0
45867,10,7,0,2,25,1,2,0
45868,11,9,0,2,23,3,2,0
45869,5,7,0,2,5,0,2,0
45870,6,8,0,2,18,0,2,0
45871,2,15,0,2,17,3,2,0
45872,3,0,0,2,7,0,2,0
45873,9,7,0,2,0,4,2,0
45874,0,23,0,2,9,14,2,0
45875,3,1,0,2,11,2,2,0
45876,12,6,0,2,0,0,2,0
45877,2,8,0,2,24,16,2,0
45878,2,32,0,2,0,16,2,0
45879,6,16,0,2,16,0,2,0
45880,1,27,0,2,5,3,2,0
45881,10,12,0,2,20,4,2,0
45882,14,11,0,2,21,0,2,0
45883,4,27,0,2,5,14,2,0
45884,6,13,0,2,19,0,2,0
45885,3,7,0,2,0,0,2,0
45886,6,0,0,2,0,12,2,0
45887,1,23,0,2,9,0,2,0
45888,4,28,0,2,4,14,2,0
45889,17,30,0,2,2,1,2,0
45890,1,12,0,2,20,17,2,0
45891,6,3,0,2,23,0,2,0
45892,18,30,0,2,2,0,2,0
45893,3,16,0,2,16,11,2,0
45894,5,16,0,2,16,0,2,0
45895,0,14,0,2,18,18,2,0
45896,3,2,0,2,5,0,2,0
45897,2,13,0,2,10,12,2,0
45898,14,25,0,2,7,4,2,0
45899,8,6,0,2,26,3,2,0
45900,5,20,0,2,4,13,2,0
45901,0,25,0,2,7,1,2,0
45902,4,25,0,2,7,14,2,0
45903,0,18,0,2,14,18,2,0
45904,15,21,0,2,11,0,2,0
45905,6,13,0,2,19,0,2,0
45906,0,13,0,2,19,18,2,0
45907,15,31,0,2,1,3,2,0
45908,1,11,0,2,13,13,2,0
45909,7,29,0,2,3,11,2,0
45910,5,3,0,2,9,0,2,0
45911,0,15,0,2,17,14,2,0
45912,0,27,0,2,5,1,2,0
45913,5,6,0,2,6,0,2,0
45914,3,4,0,2,3,0,2,0
45915,12,11,0,2,10,2,2,0
45916,10,7,0,2,25,1,2,0
45917,4,7,0,2,25,14,2,0
45918,4,16,0,2,16,1,2,0
45919,0,1,0,2,31,11,2,0
45920,15,32,0,2,0,3,2,0
45921,6,10,0,2,2,2,2,0
45922,4,32,0,2,0,14,2,0
45923,7,30,0,2,2,11,2,0
45924,5,7,0,2,5,0,2,0
45925,0,27,0,2,5,4,2,0
45926,4,0,0,2,32,14,2,0
45927,2,18,0,2,14,3,2,0
45928,2,32,0,2,0,16,2,0
45929,2,13,0,2,19,3,2,0
45930,2,23,0,2,9,0,2,0
45931,11,3,0,2,29,0,2,0
45932,6,23,0,2,0,12,2,0
45933,14,11,0,2,21,0,2,0
45934,8,6,0,2,6,10,2,0
45935,11,0,0,2,12,1,2,0
45936,4,7,0,2,25,14,2,0
45937,2,1,0,2,11,4,2,0
45938,2,25,0,2,7,16,2,0
45939,5,4,0,2,8,0,2,0
45940,2,13,0,2,10,12,2,0
45941,15,32,0,2,0,3,2,0
45942,0,8,0,2,24,14,2,0
45943,4,5,0,2,7,1,2,0
45944,1,13,0,2,19,4,2,0
45945,0,24,0,2,8,1,2,0
45946,2,12,0,2,20,16,2,0
45947,11,3,0,2,29,0,2,0
45948,9,0,0,2,12,4,2,0
45949,5,7,0,2,5,0,2,0
45950,1,30,0,2,2,17,2,0
45951,9,10,0,2,16,0,2,0
45952,1,24,0,2,8,0,2,0
45953,1,17,0,2,15,17,2,0
45954,0,30,0,2,2,18,2,0
45955,1,26,0,2,6,0,2,0
45956,7,4,0,2,28,4,2,0
45957,2,4,0,2,19,12,2,0
45958,8,2,0,2,4,0,2,0
45959,3,4,0,2,8,2,2,0
45960,0,23,0,2,9,18,2,0
45961,4,18,0,2,14,1,2,0
45962,1,1,0,2,11,10,2,0
45963,1,15,0,2,9,13,2,0
45964,10,23,0,2,9,4,2,0
45965,2,22,0,2,10,0,2,0
45966,4,2,0,2,10,10,2,0
45967,0,25,0,2,7,18,2,0
45968,6,1,0,2,5,2,2,0
45969,4,28,0,2,4,14,2,0
45970,4,32,0,2,0,14,2,0
45971,8,5,0,2,27,3,2,0
45972,0,0,0,2,32,18,2,0
45973,10,6,0,2,0,2,2,0
45974,2,5,0,2,27,16,2,0
45975,4,1,0,2,31,14,2,0
45976,0,29,0,2,3,4,2,0
45977,1,26,0,2,6,17,2,0
45978,1,13,0,2,11,13,2,0
45979,1,4,0,2,28,17,2,0
45980,0,22,0,2,10,1,2,0
45981,4,1,0,2,31,14,2,0
45982,3,19,0,2,2,2,2,0
45983,0,14,0,2,18,18,2,0
45984,8,1,0,2,31,3,2,0
45985,2,27,0,2,5,0,2,0
45986,3,7,0,2,0,0,2,0
45987,1,27,0,2,5,3,2,0
45988,3,4,0,2,3,0,2,0
45989,0,25,0,2,7,18,2,0
45990,0,22,0,2,10,1,2,0
45991,0,15,0,2,17,18,2,0
45992,0,10,0,2,22,14,2,0
45993,0,24,0,2,8,1,2,0
45994,6,17,0,2,15,0,2,0
45995,13,2,0,2,0,0,2,0
45996,11,0,0,2,2,1,2,0
45997,0,4,0,2,28,18,2,0
45998,14,30,0,2,2,4,2,0
45999,1,12,0,2,20,17,2,0
46000,0,23,0,2,9,14,2,0
46001,2,22,0,2,10,16,2,0
46002,0,19,0,2,7,0,2,0
46003,6,17,0,2,15,0,2,0
46004,10,2,0,2,30,1,2,0
46005,3,2,0,2,5,0,2,0
46006,1,26,0,2,6,0,2,0
46007,8,4,0,2,28,3,2,0
46008,2,19,0,2,13,3,2,0
46009,10,1,0,2,31,1,2,0
46010,2,4,0,2,28,16,2,0
46011,12,9,0,2,12,2,2,0
46012,8,6,0,2,26,3,2,0
46013,1,10,0,2,14,13,2,0
46014,2,9,0,2,14,12,2,0
46015,12,10,0,2,11,2,2,0
46016,13,1,0,2,1,0,2,0
46017,1,4,0,2,8,10,2,0
46018,10,6,0,2,26,1,2,0
46019,1,17,0,2,15,4,2,0
46020,1,1,0,2,23,13,2,0
46021,2,4,0,2,19,12,2,0
46022,12,1,0,2,31,0,2,0
46023,11,5,0,2,1,1,2,0
46024,2,28,0,2,4,16,2,0
46025,5,1,0,2,6,4,2,0
46026,3,19,0,2,13,11,2,0
46027,6,1,0,2,5,2,2,0
46028,3,14,0,2,7,2,2,0
46029,3,9,0,2,23,11,2,0
46030,13,12,0,2,20,1,2,0
46031,0,14,0,2,18,14,2,0
46032,0,10,0,2,22,18,2,0
46033,5,12,0,2,0,4,2,0
46034,11,0,0,2,2,1,2,0
46035,8,8,0,2,24,3,2,0
46036,8,4,0,2,2,0,2,0
46037,3,16,0,2,5,2,2,0
46038,2,6,0,2,26,16,2,0
46039,1,10,0,2,14,13,2,0
46040,0,27,0,2,5,4,2,0
46041,0,29,0,2,3,4,2,0
46042,10,2,0,2,30,1,2,0
46043,0,23,0,2,9,1,2,0
46044,5,1,0,2,11,0,2,0
46045,3,16,0,2,5,2,2,0
46046,2,16,0,2,16,3,2,0
46047,5,6,0,2,6,0,2,0
46048,0,29,0,2,3,1,2,0
46049,3,6,0,2,1,0,2,0
46050,3,22,0,2,10,11,2,0
46051,5,24,0,2,0,13,2,0
46052,2,18,0,2,14,3,2,0
46053,19,0,0,2,32,0,2,0
46054,1,6,0,2,6,10,2,0
46055,0,16,0,2,16,14,2,0
46056,1,17,0,2,15,17,2,0
46057,0,22,0,2,10,18,2,0
46058,1,11,0,2,13,13,2,0
46059,6,4,0,2,2,2,2,0
46060,4,7,0,2,5,1,2,0
46061,0,13,0,2,13,0,2,0
46062,11,22,0,2,10,3,2,0
46063,9,23,0,2,3,0,2,0
46064,19,31,0,2,1,0,2,0
46065,2,18,0,2,14,16,2,0
46066,0,12,0,2,20,18,2,0
46067,4,2,0,2,10,1,2,0
46068,12,20,0,2,1,2,2,0
46069,12,21,0,2,0,2,2,0
46070,0,10,0,2,22,18,2,0
46071,15,11,0,2,21,0,2,0
46072,4,3,0,2,9,1,2,0
46073,4,7,0,2,5,1,2,0
46074,14,25,0,2,7,4,2,0
46075,4,6,0,2,26,14,2,0
46076,0,19,0,2,7,0,2,0
46077,8,8,0,2,24,3,2,0
46078,9,9,0,2,17,0,2,0
46079,2,27,0,2,5,16,2,0
46080,2,8,0,2,15,12,2,0
46081,5,0,0,2,7,4,2,0
46082,1,29,0,2,3,3,2,0
46083,0,13,0,2,13,0,2,0
46084,13,12,0,2,20,1,2,0
46085,10,8,0,2,24,1,2,0
46086,1,8,0,2,24,17,2,0
46087,2,15,0,2,17,3,2,0
46088,1,8,0,2,4,10,2,0
46089,2,5,0,2,18,12,2,0
46090,3,8,0,2,4,2,2,0
46091,5,22,0,2,2,13,2,0
46092,8,9,0,2,3,10,2,0
46093,0,12,0,2,20,14,2,0
46094,9,12,0,2,14,0,2,0
46095,2,1,0,2,31,16,2,0
46096,3,18,0,2,3,2,2,0
46097,16,0,0,2,2,2,2,0
46098,9,0,0,2,2,4,2,0
46099,3,22,0,2,10,11,2,0
46100,2,29,0,2,3,0,2,0
46101,10,3,0,2,29,1,2,0
46102,3,15,0,2,17,11,2,0
46103,7,25,0,2,7,11,2,0
46104,0,18,0,2,14,18,2,0
46105,5,8,0,2,4,0,2,0
46106,0,14,0,2,12,0,2,0
46107,10,11,0,2,21,4,2,0
46108,11,8,0,2,24,0,2,0
46109,0,11,0,2,21,18,2,0
46110,4,0,0,2,12,10,2,0
46111,1,29,0,2,3,17,2,0
46112,4,19,0,2,13,1,2,0
46113,5,19,0,2,5,13,2,0
46114,13,1,0,2,1,0,2,0
46115,7,2,0,2,30,4,2,0
46116,4,10,0,2,2,10,2,0
46117,12,6,0,2,0,0,2,0
46118,9,4,0,2,17,2,2,0
46119,14,12,0,2,20,0,2,0
46120,1,7,0,2,5,10,2,0
46121,12,9,0,2,12,2,2,0
46122,4,5,0,2,27,14,2,0
46123,2,0,0,2,32,16,2,0
46124,1,29,0,2,3,17,2,0
46125,4,3,0,2,9,1,2,0
46126,7,2,0,2,30,4,2,0
46127,3,18,0,2,3,2,2,0
46128,11,6,0,2,0,1,2,0
46129,6,16,0,2,7,12,2,0
46130,4,1,0,2,11,10,2,0
46131,3,6,0,2,1,0,2,0
46132,4,29,0,2,3,14,2,0
46133,8,9,0,2,3,0,2,0
46134,11,24,0,2,8,3,2,0
46135,4,4,0,2,8,1,2,0
46136,11,22,0,2,10,3,2,0
46137,2,6,0,2,26,16,2,0
46138,1,26,0,2,6,17,2,0
46139,10,1,0,2,1,2,2,0
46140,6,2,0,2,24,0,2,0
46141,5,0,0,2,7,4,2,0
46142,14,32,0,2,0,4,2,0
46143,5,20,0,2,4,13,2,0
46144,7,1,0,2,5,1,2,0
46145,2,8,0,2,24,16,2,0
46146,3,22,0,2,10,11,2,0
46147,11,3,0,2,29,0,2,0
46148,8,12,0,2,0,10,2,0
46149,6,5,0,2,21,0,2,0
46150,0,17,0,2,15,18,2,0
46151,19,0,0,2,32,0,2,0
46152,12,2,0,2,30,0,2,0
46153,12,5,0,2,27,0,2,0
46154,1,28,0,2,4,0,2,0
46155,0,27,0,2,5,1,2,0
46156,2,5,0,2,7,4,2,0
46157,6,7,0,2,19,0,2,0
46158,7,31,0,2,1,11,2,0
46159,11,11,0,2,21,3,2,0
46160,12,0,0,2,2,0,2,0
